No,Name,Year,G_B,PA,AB,R_B,H_B,2B_B,3B_B,HR_B,TB,RBI,SB,CS,BB_B,HBP_B,IBB_B,SO_B,GDP,SAC,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WAR_B,WPA_B,G_P,CG,ShO,GS,W_P,L_P,SV,HLD(HD),IP,R_P,ER,TBF,H_P,2B_P,3B_P,HR_P,BB_P,IBB_P,HBP_P,SO_P,BK,WP,ERA,FIP,WHIP,ERA+,FIP+,WAR_P,WPA_P,Rank,G,W_T,L_T,D,P
1,MBC,1982,952,3061,2686,419,757,124,12,65,1100,381,134,60,268,47,20,316,56,32,27,.282,.354,.410,.764,.346,109.5,19.33,,186,19,8,79,46,33,15,0,708.0,350,276,2994,660,,,52,259,10,47,392,10,27,3.51,3.52,1.30,113.0,112.6,16.09,,3,80,46,34,0,0.575
2,»ï¼º,1982,887,3043,2647,429,705,126,18,57,1038,374,147,42,307,30,2,349,50,36,18,.266,.347,.392,.739,.338,104.3,18.61,,152,23,8,79,53,26,17,0,704.1,257,211,2830,617,,,57,187,6,30,305,3,10,2.70,3.50,1.14,147.1,113.2,21.11,,2,80,54,26,0,0.675
3,OB,1982,930,3098,2745,399,778,137,23,57,1132,362,106,61,247,41,22,254,35,46,18,.283,.349,.412,.762,.343,107.6,17.97,,156,32,4,80,56,24,10,0,725.1,318,258,3020,625,,,41,289,4,33,317,6,14,3.20,3.60,1.26,121.6,108.3,18.28,,1,80,56,24,0,0.700
4,ÇØÅÂ,1982,873,2990,2665,374,696,110,14,84,1086,332,155,52,235,41,12,296,59,28,21,.261,.328,.408,.736,.332,100.6,15.32,,154,24,2,80,38,42,3,0,708.0,388,298,3067,698,,,50,295,5,39,348,8,17,3.79,3.75,1.40,101.7,102.8,11.88,,4,80,38,42,0,0.475
5,·Ôµ¥,1982,863,3062,2628,353,674,112,8,59,979,325,83,53,326,40,8,315,61,41,27,.256,.344,.373,.717,.329,98.7,12.47,,169,26,4,80,33,48,3,0,713.2,385,313,3080,763,,,69,261,29,29,362,11,14,3.95,3.76,1.44,100.6,105.7,13.66,,5,80,31,49,0,0.388
6,»ï¹Ì,1982,867,2954,2653,302,637,117,20,40,914,272,74,43,221,29,3,369,44,33,17,.240,.304,.345,.648,.298,79.0,6.11,,200,7,0,80,15,65,5,0,701.2,574,479,3217,883,,,93,313,11,50,175,7,22,6.14,5.15,1.71,65.5,78.2,-0.16,,6,80,15,65,0,0.188
1,»ï¼º,1987,1321,4218,3731,583,1120,164,29,105,1657,548,101,51,380,40,15,448,88,26,40,.300,.368,.444,.812,.378,135.1,37.97,,233,26,8,108,64,44,30,0,959.0,427,381,4078,926,,,62,416,19,45,360,5,16,3.58,3.94,1.40,99.8,90.6,14.54,,2,108,64,44,0,0.593
2,·Ôµ¥,1987,1327,4155,3625,432,970,161,27,40,1305,400,99,50,390,34,20,330,102,86,20,.268,.343,.360,.703,.329,100.6,20.38,,197,51,12,108,54,49,9,0,975.2,404,364,4097,971,,,40,331,10,34,504,1,19,3.36,3.06,1.33,105.2,115.5,21.66,,3,108,54,49,5,0.523
3,ºù±×·¹,1987,1353,4054,3547,410,972,144,22,48,1304,370,79,85,326,53,11,423,84,104,23,.274,.342,.368,.710,.330,101.6,18.87,,195,51,6,108,47,57,7,0,955.1,454,401,4020,970,,,75,281,7,37,364,9,11,3.78,3.70,1.31,96.9,98.9,16.29,,6,108,47,57,4,0.454
4,ÇØÅÂ,1987,1284,4085,3609,393,910,151,12,71,1298,368,90,44,335,44,19,379,96,68,26,.252,.321,.360,.681,.318,93.0,15.61,,241,26,8,108,55,48,14,0,982.0,401,345,4050,864,,,52,372,11,32,494,3,12,3.16,3.35,1.26,110.3,104.1,21.88,,1,108,55,48,5,0.532
5,OB,1987,1406,4010,3548,415,927,123,34,30,1208,391,72,49,342,24,7,369,88,70,25,.261,.328,.340,.669,.316,91.0,15.05,,216,38,8,108,55,52,22,0,960.2,405,348,4064,906,,,38,407,6,32,382,5,20,3.26,3.54,1.37,105.4,97.2,16.79,,4,108,55,52,1,0.514
6,Ã»º¸,1987,1496,4026,3499,401,848,152,14,54,1190,372,127,80,400,27,7,502,79,82,17,.242,.323,.340,.664,.313,89.5,14.32,,226,42,5,108,41,65,9,0,956.0,524,463,4140,1063,,,69,327,28,36,328,3,20,4.36,3.77,1.45,82.4,95.2,10.48,,7,108,41,65,2,0.389
7,MBC,1987,1384,4019,3566,388,919,117,38,36,1220,359,91,54,296,43,14,353,80,85,28,.258,.320,.342,.662,.310,86.6,12.78,,233,20,4,108,50,51,26,0,971.2,407,363,4118,966,,,48,335,14,50,372,3,11,3.36,3.49,1.34,102.5,98.7,18.31,,5,108,50,51,7,0.495
1,ÇØÅÂ,1988,1313,4060,3561,503,1009,134,14,112,1507,466,136,58,343,44,11,374,95,77,33,.283,.351,.423,.774,.351,116.5,27.85,,228,26,7,108,68,38,23,0,968.0,364,308,3981,849,,,58,297,7,37,501,3,13,2.86,3.34,1.18,133.7,114.8,27.99,,1,108,68,38,2,0.639
2,»ï¼º,1988,1402,4192,3692,516,1028,148,21,85,1473,486,110,62,381,42,13,493,74,53,24,.278,.351,.399,.750,.345,112.4,26.25,,260,22,9,108,56,50,21,0,968.2,492,449,4151,953,,,80,403,21,40,341,5,23,4.17,4.26,1.40,92.4,90.6,13.52,,4,108,56,50,2,0.528
3,ºù±×·¹,1988,1423,4103,3616,506,961,177,21,73,1399,465,83,51,332,52,7,464,78,70,32,.266,.334,.387,.721,.330,102.1,21.05,,237,27,8,108,62,45,28,0,972.2,441,402,4091,1015,,,72,298,18,39,394,5,12,3.72,3.72,1.35,105.5,105.7,20.60,,2,108,62,45,1,0.579
4,·Ôµ¥,1988,1366,4095,3578,482,967,142,18,68,1349,446,127,64,347,40,16,333,81,104,24,.270,.339,.377,.717,.327,99.7,19.71,,233,30,7,108,57,49,18,0,966.1,443,385,4086,961,,,55,329,8,29,476,8,17,3.59,3.42,1.34,106.8,112.0,20.85,,3,108,57,49,2,0.537
5,ÅÂÆò¾ç,1988,1360,3961,3481,387,908,156,21,58,1280,360,82,63,339,23,21,402,88,95,24,.261,.328,.368,.696,.317,93.3,15.45,,249,20,3,108,34,73,11,0,945.0,544,484,4053,1020,,,79,305,11,38,387,5,18,4.61,3.90,1.40,83.1,98.2,11.25,,7,108,34,73,1,0.319
6,MBC,1988,1298,4101,3652,408,951,132,27,42,1263,373,118,61,321,34,16,384,72,70,23,.260,.324,.346,.670,.310,88.0,14.69,,216,36,4,108,40,64,14,0,961.1,491,422,4188,1038,,,69,373,15,46,347,6,9,3.95,4.05,1.47,94.9,92.6,12.45,,6,108,40,64,4,0.389
7,OB,1988,1448,4043,3583,418,923,145,25,44,1250,387,87,39,321,28,13,374,91,78,31,.258,.321,.349,.670,.308,87.0,14.27,,259,17,5,108,54,52,19,0,969.1,447,402,4105,933,,,69,381,13,35,388,4,16,3.73,3.95,1.36,100.8,95.2,17.24,,5,108,54,52,2,0.509
1,ºù±×·¹,1990,1655,4625,3971,610,1074,174,24,112,1632,560,138,66,495,47,18,617,83,70,42,.270,.355,.411,.766,.355,115.7,32.77,,305,6,1,120,68,50,40,0,1061.1,481,402,4476,971,,,96,420,26,37,555,4,18,3.41,3.92,1.31,115.2,100.3,22.43,,4,120,68,50,2,0.575
2,»ï¼º,1990,1453,4551,3961,593,1040,170,13,131,1629,555,108,54,434,52,12,532,91,68,31,.263,.341,.411,.752,.348,110.9,27.23,,298,20,3,120,66,52,36,0,1070.1,558,491,4630,1053,,,102,512,15,53,475,7,26,4.13,4.46,1.46,95.7,88.6,14.33,,2,120,66,52,2,0.558
3,ÇØÅÂ,1990,1396,4595,3952,538,1066,177,23,87,1550,501,101,66,466,53,28,544,100,95,29,.270,.352,.392,.744,.345,109.2,27.23,,269,34,14,120,68,49,14,0,1067.1,458,399,4435,902,,,75,412,12,50,701,5,22,3.36,3.43,1.23,113.3,111.0,26.29,,3,120,68,49,3,0.579
4,LG,1990,1607,4661,4024,578,1089,156,40,61,1508,528,140,101,465,65,24,450,82,56,50,.271,.352,.375,.726,.341,106.7,26.24,,306,19,5,120,71,49,33,0,1083.0,457,407,4550,981,,,49,410,28,61,548,2,12,3.38,3.37,1.28,111.0,111.3,26.03,,1,120,71,49,0,0.592
5,ÅÂÆò¾ç,1990,1632,4494,3898,485,961,176,25,47,1328,444,133,84,443,43,16,534,93,84,24,.247,.328,.341,.669,.315,88.8,16.85,,313,25,7,121,58,60,27,0,1100.0,524,453,4932,1066,,,59,473,17,32,530,7,36,3.71,3.63,1.40,101.7,103.7,20.67,,5,120,58,59,3,0.496
6,·Ôµ¥,1990,1523,4522,3858,453,946,163,30,41,1292,417,125,64,464,48,12,501,91,119,31,.245,.331,.335,.666,.313,87.5,15.11,,346,19,6,119,44,69,21,0,1045.0,572,514,4505,1035,,,82,435,15,54,481,3,26,4.43,4.03,1.41,87.9,96.6,15.06,,6,120,44,71,5,0.388
7,OB,1990,1574,4471,3902,404,901,153,22,62,1284,380,83,66,425,38,17,562,77,66,40,.231,.310,.329,.639,.301,79.2,8.39,,314,18,6,120,35,80,10,0,1055.2,616,554,4651,1075,,,78,535,14,58,468,5,33,4.72,4.29,1.53,79.5,87.5,8.99,,7,120,35,80,5,0.313
1,ºù±×·¹,1991,1723,4870,4221,644,1155,181,43,136,1830,607,121,63,485,51,22,704,92,84,29,.274,.353,.434,.787,.356,118.7,35.10,,281,30,5,126,72,49,26,0,1102.2,493,411,4754,1014,,,75,420,25,73,601,8,17,3.35,3.76,1.30,118.3,105.6,23.50,,2,126,72,49,5,0.591
2,ÇØÅÂ,1991,1450,4843,4135,618,1069,171,29,144,1730,594,152,77,516,83,12,588,102,74,35,.259,.350,.418,.768,.351,114.9,31.76,,276,34,10,126,79,42,28,0,1130.2,409,363,4546,925,,,73,324,11,53,776,6,21,2.89,3.13,1.11,137.4,127.0,34.99,,1,126,79,42,5,0.647
3,»ï¼º,1991,1706,4875,4182,639,1138,180,25,108,1692,593,126,82,510,59,28,546,106,85,37,.272,.357,.405,.761,.348,112.5,29.69,,347,14,4,126,70,55,38,0,1128.2,579,531,4860,1131,,,108,484,22,40,527,6,32,4.23,4.33,1.43,95.9,93.7,18.28,,3,126,70,55,1,0.560
4,½Ö¹æ¿ï,1991,1552,4734,4114,554,1041,198,30,87,1560,505,130,87,475,66,12,726,93,46,33,.253,.338,.379,.717,.333,102.4,24.67,,350,13,3,126,52,71,31,0,1099.2,638,573,4838,1101,,,116,556,26,64,551,12,35,4.69,4.68,1.51,87.5,87.7,14.41,,6,126,52,71,3,0.425
5,·Ôµ¥,1991,1750,4821,4128,583,1072,177,46,73,1560,533,97,57,457,61,30,515,78,122,47,.260,.339,.378,.717,.325,97.5,21.59,,268,39,5,122,61,59,13,0,1085.1,527,472,4589,1019,,,67,431,10,51,612,7,26,3.91,3.67,1.34,104.0,110.9,22.95,,4,126,61,62,3,0.496
6,OB,1991,1649,4791,4220,501,1054,169,39,59,1478,458,136,78,418,40,23,648,84,91,22,.250,.322,.350,.672,.310,86.7,14.99,,311,28,6,126,51,73,12,0,1119.2,603,538,4850,1093,,,82,510,24,56,489,10,30,4.32,4.22,1.43,89.4,91.6,13.88,,8,126,51,73,2,0.413
7,ÅÂÆò¾ç,1991,1598,4680,4102,426,976,208,25,51,1387,395,143,73,423,43,25,598,80,85,27,.238,.314,.338,.652,.301,81.0,12.58,,317,33,6,130,55,72,20,0,1157.1,590,532,4965,1106,,,100,517,33,43,626,6,39,4.14,4.10,1.40,94.6,95.6,18.81,,5,126,55,69,2,0.444
8,LG,1991,1701,4680,4131,472,1009,158,41,53,1408,430,110,99,400,52,18,475,118,67,29,.244,.317,.341,.658,.306,83.6,11.64,,287,27,3,126,53,72,24,0,1114.2,607,543,4889,1125,,,90,446,23,70,622,7,26,4.38,3.95,1.41,87.9,97.6,15.95,,6,126,53,72,1,0.425
1,»ï¼º,1993,1667,4999,4369,613,1169,169,22,133,1781,592,102,73,465,66,13,662,105,53,38,.268,.344,.408,.752,.349,127.0,38.88,,298,28,11,126,73,48,31,0,1137.0,433,373,4728,991,,,72,457,13,50,683,6,27,2.95,3.39,1.27,112.8,98.2,21.55,,2,126,73,48,5,0.599
2,ÇØÅÂ,1993,1496,4711,4102,513,1030,169,12,95,1508,465,161,73,452,48,6,606,107,71,31,.251,.330,.368,.698,.326,110.3,30.00,,322,16,6,126,81,42,43,0,1129.1,420,367,4630,935,,,76,372,8,75,802,2,21,2.92,3.09,1.16,113.5,107.6,28.04,,1,126,81,42,3,0.655
3,LG,1993,1645,4730,4182,496,1069,176,32,74,1531,463,117,62,376,55,17,594,95,91,26,.256,.323,.366,.689,.320,106.0,25.55,,349,19,6,126,66,57,36,0,1126.2,440,384,4696,1020,,,71,385,23,64,655,3,20,3.07,3.26,1.25,103.0,97.0,19.69,,4,126,66,57,3,0.536
4,OB,1993,1672,4740,4131,473,1066,176,34,59,1487,442,86,49,403,48,16,611,104,118,39,.258,.328,.360,.688,.318,104.5,23.87,,296,26,9,126,66,55,27,0,1128.0,405,362,4618,949,,,39,386,14,49,684,3,30,2.89,2.82,1.18,108.5,111.0,26.21,,3,126,66,55,5,0.544
5,ºù±×·¹,1993,1671,4715,4119,454,982,180,13,81,1431,427,96,50,433,54,16,743,94,73,35,.238,.317,.347,.664,.311,99.2,21.34,,258,33,5,126,61,61,25,0,1127.2,491,434,4720,1035,,,84,370,7,49,669,2,31,3.46,3.34,1.25,95.9,99.4,18.37,,5,126,61,61,4,0.500
6,·Ôµ¥,1993,1604,4675,4077,452,1013,160,38,29,1336,422,174,79,389,53,10,563,75,114,41,.248,.319,.328,.647,.301,92.5,19.11,,265,44,14,126,62,63,17,0,1120.2,462,415,4669,1088,,,57,348,11,30,512,2,28,3.33,3.20,1.28,100.8,105.1,21.36,,6,126,62,63,1,0.496
7,ÅÂÆò¾ç,1993,1435,4532,4025,342,913,169,15,35,1217,314,80,50,343,39,17,776,100,104,21,.227,.293,.302,.595,.278,75.3,10.57,,249,36,2,126,34,82,15,0,1134.2,516,451,4801,1095,,,65,412,21,39,635,2,21,3.58,3.23,1.33,91.0,100.9,16.72,,8,126,34,82,10,0.310
8,½Ö¹æ¿ï,1993,1541,4546,4005,366,903,138,14,46,1207,342,117,80,392,53,12,733,88,74,21,.225,.302,.301,.603,.286,81.0,10.15,,280,24,4,126,43,78,30,0,1106.0,551,491,4787,1032,,,88,528,12,62,654,3,22,4.00,3.88,1.41,81.9,84.3,10.67,,7,126,43,78,5,0.361
1,LG,1994,1541,4886,4265,655,1204,205,36,88,1745,612,143,61,455,70,18,573,83,54,41,.282,.358,.409,.767,.352,123.6,38.57,,360,24,9,126,81,45,46,0,1120.0,452,391,4605,1007,,,68,332,19,60,581,3,23,3.14,3.56,1.20,116.0,102.3,23.62,,1,126,81,45,0,0.643
2,»ï¼º,1994,1678,4801,4161,541,1081,165,22,106,1608,510,120,67,458,64,21,650,95,79,39,.260,.340,.386,.726,.332,108.9,27.19,,299,26,6,126,60,64,24,0,1117.0,499,431,4702,1021,,,85,413,10,52,657,2,44,3.47,3.85,1.28,110.7,100.0,21.41,,5,126,60,64,2,0.484
3,ÇØÅÂ,1994,1460,4757,4254,563,1153,183,17,93,1649,534,164,59,332,44,20,583,75,87,37,.271,.328,.388,.715,.325,104.0,26.55,,284,28,6,126,65,59,24,0,1119.1,509,448,4702,999,,,92,406,20,73,737,6,23,3.60,3.79,1.26,106.5,101.2,21.88,,4,126,65,59,2,0.524
4,·Ôµ¥,1994,1498,4710,4175,489,1072,180,33,58,1492,457,175,88,378,52,19,672,80,57,48,.257,.323,.357,.680,.313,96.3,20.55,,333,14,3,126,56,67,35,0,1112.1,604,549,4791,1156,,,101,419,25,44,590,4,35,4.44,4.11,1.42,86.8,93.8,15.33,,6,126,56,67,3,0.456
5,ÅÂÆò¾ç,1994,1560,4636,4047,485,988,179,18,91,1476,453,66,64,385,53,16,750,86,126,25,.244,.316,.365,.681,.309,93.1,18.49,,314,17,3,126,68,55,47,0,1121.0,471,436,4746,1110,,,59,359,12,44,645,3,40,3.50,3.39,1.31,109.7,113.3,28.42,,2,126,68,55,3,0.552
6,½Ö¹æ¿ï,1994,1718,4690,4142,494,1027,160,20,87,1488,455,151,68,378,45,19,622,86,100,23,.248,.316,.359,.675,.308,92.5,17.92,,306,13,3,126,47,74,30,0,1115.2,634,587,4890,1169,,,110,473,19,74,634,1,33,4.74,4.38,1.47,79.1,85.6,9.73,,8,126,47,74,5,0.393
7,ÇÑÈ­,1994,1673,4691,4063,482,1002,166,15,68,1402,444,94,66,416,63,19,696,97,113,36,.247,.324,.345,.669,.307,91.5,16.46,,270,22,5,126,65,59,29,0,1123.2,510,440,4716,1036,,,95,361,27,40,745,3,34,3.52,3.58,1.24,107.6,105.8,23.44,,3,126,65,59,2,0.524
8,OB,1994,1610,4656,4113,477,1013,159,18,75,1433,459,81,54,364,53,15,712,76,93,33,.246,.313,.348,.662,.304,89.0,15.99,,326,28,9,126,53,72,18,0,1107.2,507,426,4676,1042,,,56,404,16,58,670,2,39,3.46,3.47,1.31,105.2,105.0,21.24,,7,126,53,72,1,0.425
1,OB,1995,1580,4853,4342,629,1154,203,28,106,1731,585,121,57,357,52,16,741,99,62,40,.266,.326,.399,.725,.327,110.5,29.74,,320,22,8,126,74,47,35,0,1148.1,500,437,4800,1031,,,68,399,24,56,701,3,30,3.42,3.49,1.25,103.9,102.1,21.67,,1,126,74,47,5,0.607
2,·Ôµ¥,1995,1606,4830,4197,590,1071,158,51,65,1526,552,220,73,447,71,22,726,74,56,59,.255,.333,.364,.696,.318,103.4,27.29,,340,19,5,126,68,53,28,0,1137.1,493,439,4658,1049,,,83,328,13,53,642,2,32,3.47,3.60,1.21,109.2,105.3,23.90,,2,126,68,53,5,0.560
3,LG,1995,1627,4752,4137,527,1064,170,34,79,1539,472,121,50,421,76,20,621,90,73,45,.257,.334,.372,.706,.321,105.7,26.04,,349,22,5,126,74,48,40,0,1122.1,456,400,4637,996,,,62,322,17,58,607,6,28,3.21,3.42,1.17,111.0,104.2,23.69,,3,126,74,48,4,0.603
4,»ï¼º,1995,1808,4752,4188,558,1047,199,20,94,1568,516,100,44,384,92,21,723,77,55,32,.250,.324,.374,.699,.318,103.7,23.08,,334,18,5,126,60,60,28,0,1116.0,555,483,4807,1018,,,78,450,5,90,672,7,33,3.90,3.95,1.32,97.1,95.7,17.63,,5,126,60,60,6,0.500
5,ÇÑÈ­,1995,1727,4755,4161,510,1037,205,25,96,1580,477,97,65,403,63,22,747,80,100,28,.249,.323,.380,.703,.316,102.3,22.98,,274,36,8,126,55,71,24,0,1119.0,566,502,4812,1091,,,102,411,18,55,793,2,40,4.04,3.78,1.34,91.6,97.9,16.96,,6,126,55,71,0,0.437
6,½Ö¹æ¿ï,1995,1575,4708,4154,476,1054,165,21,83,1510,438,131,70,381,37,25,600,75,103,33,.254,.320,.364,.683,.308,96.5,20.57,,322,21,5,126,45,78,21,0,1109.0,636,575,4860,1134,,,124,476,29,80,622,3,23,4.67,4.57,1.45,80.0,81.7,8.31,,8,126,45,78,3,0.369
7,ÇØÅÂ,1995,1528,4638,4095,431,989,154,22,75,1412,397,130,43,341,77,20,675,94,86,35,.242,.309,.345,.654,.297,89.2,16.45,,316,15,4,126,64,58,40,0,1127.2,434,384,4620,953,,,79,354,19,75,872,3,44,3.06,3.27,1.16,123.0,115.5,31.38,,4,126,64,58,4,0.524
8,ÅÂÆò¾ç,1995,1578,4657,4119,467,965,170,20,82,1421,436,93,48,389,46,15,754,90,67,35,.234,.305,.345,.650,.297,88.7,16.06,,318,21,5,126,48,73,24,0,1112.0,548,484,4754,1109,,,84,383,36,47,690,3,47,3.92,3.61,1.34,94.7,102.7,19.24,,7,126,48,73,5,0.401
1,Çö´ë,1998,1620,4779,4161,633,1123,216,21,142,1807,587,134,85,413,74,16,820,69,91,38,.270,.344,.434,.778,.341,113.2,30.89,,384,11,6,126,81,45,33,0,1121.0,445,377,4684,984,,,98,415,14,33,875,1,37,3.03,3.63,1.25,131.4,109.4,27.63,,1,126,81,45,0,0.643
2,»ï¼º,1998,1542,4918,4263,620,1143,211,20,143,1823,576,117,61,446,80,48,822,103,90,38,.268,.346,.428,.773,.338,110.7,28.20,,374,10,0,126,66,58,26,0,1128.0,584,541,4894,1120,,,133,477,35,69,723,1,42,4.32,4.51,1.42,95.2,91.2,16.21,,3,126,66,58,2,0.532
3,LG,1998,1522,4840,4243,609,1131,229,21,100,1702,567,99,47,417,68,17,699,94,77,35,.267,.339,.401,.740,.329,104.9,27.20,,496,3,1,126,63,62,31,0,1121.1,586,521,4808,1132,,,111,350,20,78,688,1,34,4.18,4.05,1.32,92.5,95.6,15.79,,2,126,63,62,1,0.504
4,½Ö¹æ¿ï,1998,1531,4773,4170,536,1089,176,31,101,1630,499,93,46,440,33,32,758,94,95,34,.261,.334,.391,.725,.320,98.3,22.82,,533,5,1,126,58,66,26,0,1115.1,570,501,4778,1137,,,111,359,21,83,631,4,44,4.04,4.19,1.34,98.3,94.8,17.36,,6,126,58,66,2,0.468
5,·Ôµ¥,1998,1592,4781,4188,536,1070,200,33,86,1594,500,76,54,403,68,24,829,76,89,32,.255,.329,.381,.709,.315,94.9,19.44,,361,20,4,126,50,72,17,0,1114.0,646,570,4812,1149,,,115,381,27,74,693,2,52,4.61,4.15,1.37,87.9,97.6,15.47,,8,126,50,72,4,0.410
6,OB,1998,1480,4717,4223,520,1080,174,28,102,1616,479,123,50,338,56,17,713,87,65,34,.256,.317,.383,.700,.311,91.9,19.40,,399,15,6,126,61,62,28,0,1116.2,506,447,4743,1054,,,88,425,22,55,774,3,59,3.60,3.77,1.32,106.9,102.3,22.15,,4,126,61,62,3,0.496
